date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:49:49	16194/16194	---M--	200	added ('OK')	image/png	etag:%221fe11f5-3f42-5bbefe29bea40%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/02.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/02.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:49	13296/13296	---M--	200	added ('OK')	image/png	etag:%221fe11f4-33f0-5bbefe2d8f340%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/01.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/01.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:49	7881/7881	---M--	200	added ('OK')	image/png	etag:%221fe11f6-1ec9-5bbefe2ba6ec0%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/03.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/03.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:49	10347/10347	---M--	200	added ('OK')	image/png	etag:%221fe11f7-286b-5bbefe29bea40%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/04.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/04.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:50	28830/28830	---M--	200	added ('OK')	image/png	etag:%221fe11f8-709e-5bbefe26e2380%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/05.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/05.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:50	22668/22668	---M--	200	added ('OK')	image/png	etag:%221fe11f9-588c-5f7652a0ff640%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/06.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/06.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:50	16949/16949	---M--	200	added ('OK')	image/png	etag:%221fe11fa-4235-5f76531187fc0%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/07.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/07.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:51	22060/22060	---M--	200	added ('OK')	image/png	etag:%221fe11fb-562c-5f765348d8240%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/county/08.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/county/08.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:51	13397/13397	---M--	200	added ('OK')	image/png	etag:%222021616-3455-60550e282a800%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/02.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/02.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:51	13626/13626	---M--	200	added ('OK')	image/png	etag:%222021617-353a-60550abcb1680%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/03.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/03.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:52	16054/16054	---M--	200	added ('OK')	image/png	etag:%222021615-3eb6-6055107b42400%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/01.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/01.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:52	27316/27316	---M--	200	added ('OK')	image/png	etag:%22202161f-6ab4-605514981d800%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/11.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/11.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:52	22632/22632	---M--	200	added ('OK')	image/png	etag:%222021621-5868-605518437c040%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/13.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/13.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:53	10435/10435	---M--	200	added ('OK')	image/png	etag:%222021620-28c3-60551553fd340%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/12.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/12.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:53	24119/24119	---M--	200	added ('OK')	image/png	etag:%22202161c-5e37-6055137fbc280%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/08.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/08.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:53	31168/31168	---M--	200	added ('OK')	image/png	etag:%22202161d-79c0-605513a6d5ec0%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/09.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/megaIcons/09.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:53	7267/7267	---M--	200	added ('OK')	image/png	etag:%221fe1128-1c63-603aa6067c140%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/01.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/01.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:54	22269/22269	---M--	200	added ('OK')	image/png	etag:%221fe1129-56fd-603faad644180%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/02.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/02.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:54	18096/18096	---M--	200	added ('OK')	image/png	etag:%221fe112a-46b0-603fab040ad80%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/03.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/03.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:54	8618/8618	---M--	200	added ('OK')	image/png	etag:%221fe112b-21aa-6040d4771f300%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/04.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/04.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:55	42155/42155	---M--	200	added ('OK')	image/png	etag:%221fe11af-a4ab-603fb04f36ac0%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/05.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/05.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:55	49935/49935	---M--	200	added ('OK')	image/png	etag:%221fe11b0-c30f-603fb0a13ac40%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/06.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/06.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:55	13588/13588	---M--	200	added ('OK')	image/png	etag:%221fe11b1-3514-603fb0ffa4b00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/07.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/07.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:55	51110/51110	---M--	200	added ('OK')	image/png	etag:%221fe11b2-c7a6-603fb1955ec40%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/08.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/08.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:56	15600/15600	---M--	200	added ('OK')	image/png	etag:%221fe11b3-3cf0-6040d2a4c66c0%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/09.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/09.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:57	13804/13804	---M--	200	added ('OK')	image/png	etag:%221fe11b4-35ec-5f1aac9725180%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/10.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/10.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:57	12556/12556	---M--	200	added ('OK')	image/png	etag:%221fe11b5-310c-6040d2343dd40%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/11.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/11.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:57	14516/14516	---M--	200	added ('OK')	image/png	etag:%221fe11b6-38b4-6040c87291880%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/12.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/12.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:58	26036/26036	---M--	200	added ('OK')	image/png	etag:%221fe11b7-65b4-604338fc29080%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/13.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/13.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:58	27676/27676	---M--	200	added ('OK')	image/png	etag:%221fe11b8-6c1c-60433edd0ef00%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/apps/14.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/apps/14.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:58	36196/36196	---M--	200	added ('OK')	image/png	etag:%221fe11d3-8d64-5cbf7b3798700%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/avatars/06.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/avatars/06.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:58	29166/29166	---M--	200	added ('OK')	image/png	etag:%221fe121a-71ee-619a74568e8c0%22	https://codervent.com/maxton/demo/vertical-menu/assets/images/logo-icon.png	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/assets/images/logo-icon.png	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:59	102860/102860	---M-Z	200	added ('OK')	text/html	etag:%221fe1256-19006-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/index2.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/index2.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:49:59	83339/83339	---M-Z	200	added ('OK')	text/html	etag:%221fe1263-143c5-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/widgets-data.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/widgets-data.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:00	135374/135374	---M-Z	200	added ('OK')	text/html	etag:%221fe1264-20f08-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/widgets-static.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/widgets-static.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:00	89640/89640	---M-Z	200	added ('OK')	text/html	etag:%221fe10f7-15c62-619c0ff6cce80-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-emailbox.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/app-emailbox.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:00	74096/74096	---M-Z	200	added ('OK')	text/html	etag:%221fe10f8-11faa-619c0ffb919c0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-emailread.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/app-emailread.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:01	79125/79125	---M-Z	200	added ('OK')	text/html	etag:%221fe10f6-1334f-639151f826680-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-chat-box.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/app-chat-box.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:01	62840/62840	---M-Z	200	added ('OK')	text/html	etag:%221fe10fa-f3b2-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-fullcalender.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/app-fullcalender.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:02	66786/66786	---M-Z	200	added ('OK')	text/html	etag:%221fe1113-1031c-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-to-do.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/app-to-do.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:02	67715/67715	---M-Z	200	added ('OK')	text/html	etag:%221fe10fb-106bd-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/app-invoice.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/app-invoice.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:02	103543/103543	---M-Z	200	added ('OK')	text/html	etag:%221fe1228-192b1-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/cards.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/cards.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:03	79811/79811	---M-Z	200	added ('OK')	text/html	etag:%221fe123f-135fd-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-add-product.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/ecommerce-add-product.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:03	89507/89507	---M-Z	200	added ('OK')	text/html	etag:%221fe1244-15bdd-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-products.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/ecommerce-products.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:03	75497/75497	---M-Z	200	added ('OK')	text/html	etag:%221fe1241-12523-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-customers.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/ecommerce-customers.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:03	95008/95008	---M-Z	200	added ('OK')	text/html	etag:%221fe1240-1715a-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-customer-details.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/ecommerce-customer-details.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:04	75625/75625	---M-Z	200	added ('OK')	text/html	etag:%221fe1243-125a3-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-orders.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/ecommerce-orders.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:04	75960/75960	---M-Z	200	added ('OK')	text/html	etag:%221fe1242-126f2-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/ecommerce-order-details.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/ecommerce-order-details.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:04	72957/72957	---M-Z	200	added ('OK')	text/html	etag:%221fe122c-11b37-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-alerts.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-alerts.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:05	68916/68916	---M-Z	200	added ('OK')	text/html	etag:%221fe122b-10b6e-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-accordions.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-accordions.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:05	69189/69189	---M-Z	200	added ('OK')	text/html	etag:%221fe122e-10c7f-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-badges.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-badges.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:06	98047/98047	---M-Z	200	added ('OK')	text/html	etag:%221fe122f-17d39-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-buttons.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-buttons.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:06	68074/68074	---M-Z	200	added ('OK')	text/html	etag:%221fe1233-10824-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-carousels.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-carousels.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:07	72377/72377	---M-Z	200	added ('OK')	text/html	etag:%221fe1234-118f3-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-media-object.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-media-object.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:07	100481/100481	---M-Z	200	added ('OK')	text/html	etag:%221fe1235-186bb-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-modals.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-modals.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:07	89815/89815	---M-Z	200	added ('OK')	text/html	etag:%221fe1237-15d11-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-navs-tabs.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-navs-tabs.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:08	73465/73465	---M-Z	200	added ('OK')	text/html	etag:%221fe1236-11d33-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-navbar.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-navbar.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:08	66077/66077	---M-Z	200	added ('OK')	text/html	etag:%221fe1239-10057-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-paginations.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-paginations.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:09	63473/63473	---M-Z	200	added ('OK')	text/html	etag:%221fe123a-f62b-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-popovers-tooltips.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-popovers-tooltips.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:09	65957/65957	---M-Z	200	added ('OK')	text/html	etag:%221fe123b-ffdf-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-progress-bars.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-progress-bars.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
16:50:10	69415/69415	---M-Z	200	added ('OK')	text/html	etag:%221fe123c-10d61-639097db88ec0-gzip%22	https://codervent.com/maxton/demo/vertical-menu/component-spinners.html	C:/Mes%20Sites%20Web/dahboard/codervent.com/maxton/demo/vertical-menu/component-spinners.html	(from https://codervent.com/maxton/demo/vertical-menu/index.html)
